Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,317.226044,328.433411,312.287201,327.863556,325.547852,31541576
2023-01-04,332.422485,342.870056,331.472717,342.870056,340.448364,39409103
2023-01-05,358.000000,362.200012,343.600006,347.799988,345.343475,40803927
2023-01-06,353.600006,359.399994,346.799988,349.399994,346.932190,27092487
2023-01-09,355.000000,362.399994,351.600006,362.000000,359.443207,28323733
2023-01-10,365.000000,365.799988,357.000000,362.399994,359.840363,19854116
2023-01-11,369.799988,378.799988,366.600006,373.799988,371.159851,35722217
2023-01-12,379.000000,379.600006,356.399994,364.000000,361.429077,40547528
2023-01-13,364.600006,372.399994,356.200012,371.399994,368.776794,20970696
2023-01-16,372.200012,376.399994,364.000000,370.200012,367.585297,19986153
2023-01-17,370.600006,375.600006,366.000000,373.799988,371.159851,16103837
2023-01-18,380.000000,381.000000,371.000000,380.000000,377.316071,27122730
2023-01-19,377.000000,385.000000,374.600006,382.799988,380.096283,17351698
2023-01-20,390.000000,392.200012,385.000000,391.799988,389.032715,16863710
2023-01-26,400.000000,406.799988,398.399994,406.799988,403.926758,23729091
2023-01-27,410.200012,416.600006,409.000000,415.000000,412.068878,18625209
2023-01-30,407.600006,411.000000,384.000000,387.200012,384.465240,53626689
2023-01-31,390.000000,397.000000,373.799988,382.200012,379.500549,55756238
2023-02-01,385.600006,387.000000,373.600006,385.000000,382.280762,31418879
2023-02-02,389.000000,392.000000,381.200012,383.000000,380.294891,23755405
2023-02-03,381.600006,386.600006,375.399994,385.000000,382.280762,25941959
2023-02-06,375.200012,380.000000,368.600006,376.799988,374.138672,25591052
2023-02-07,381.000000,386.000000,377.399994,380.000000,377.316071,19801656
2023-02-08,383.799988,386.799988,377.799988,382.200012,379.500549,17269537
2023-02-09,381.200012,397.000000,380.000000,395.600006,392.805908,26660695
2023-02-10,395.000000,397.200012,382.600006,383.399994,380.692047,24606130
2023-02-13,379.200012,388.600006,376.600006,386.600006,383.869476,20355691
2023-02-14,387.000000,387.600006,378.000000,378.600006,375.925964,17932457
2023-02-15,382.200012,382.200012,372.399994,377.000000,374.337250,16498472
2023-02-16,380.799988,392.799988,379.000000,382.600006,379.897705,21914350
2023-02-17,385.200012,387.399994,373.000000,373.799988,371.159851,17721575
2023-02-20,371.600006,378.799988,369.200012,377.000000,374.337250,12312675
2023-02-21,375.200012,375.399994,358.200012,361.799988,359.244598,29313236
2023-02-22,355.600006,363.000000,347.600006,356.000000,353.485596,33151555
2023-02-23,350.799988,363.399994,348.399994,356.000000,353.485596,19433112
2023-02-24,351.000000,355.200012,347.399994,349.399994,346.932190,24415893
2023-02-27,345.000000,354.399994,342.799988,349.399994,346.932190,20480043
2023-02-28,352.200012,357.600006,343.600006,343.600006,341.173157,26006206
2023-03-01,347.399994,370.799988,346.000000,368.799988,366.195160,35607254
2023-03-02,368.200012,369.000000,362.399994,362.799988,360.237549,14796574
2023-03-03,372.200012,374.799988,364.399994,367.600006,365.003662,17784504
2023-03-06,364.000000,368.600006,360.600006,363.000000,360.436127,12628083
2023-03-07,362.799988,368.799988,355.000000,357.000000,354.478516,17037998
2023-03-08,350.000000,351.600006,345.000000,349.600006,347.130798,21208344
2023-03-09,348.000000,349.200012,340.200012,340.200012,337.797180,17274863
2023-03-10,333.000000,338.200012,330.600006,331.600006,329.257935,37596411
2023-03-13,340.399994,351.600006,337.399994,344.799988,342.364685,27127633
2023-03-14,341.399994,352.600006,339.000000,341.600006,339.187286,21324692
2023-03-15,350.399994,353.799988,344.200012,344.600006,342.166107,16570551
2023-03-16,340.399994,345.000000,333.799988,336.000000,333.626831,23728825
2023-03-17,340.799988,346.600006,339.399994,339.399994,337.002808,29033159
2023-03-20,337.000000,339.399994,331.000000,334.799988,332.435303,20437066
2023-03-21,334.799988,347.000000,330.399994,343.600006,341.173157,21276362
2023-03-22,347.000000,353.600006,346.200012,347.200012,344.747742,19654793
2023-03-23,353.600006,375.799988,352.399994,375.600006,372.947144,46850205
2023-03-24,380.000000,387.399994,374.799988,376.799988,374.138672,33215505
2023-03-27,374.600006,378.000000,362.600006,362.799988,360.237549,25798653
2023-03-28,366.799988,381.000000,366.799988,378.200012,375.528809,31337657
2023-03-29,397.000000,397.600006,382.000000,384.799988,382.082153,36095299
2023-03-30,389.799988,389.799988,380.200012,385.000000,382.280762,25243232
2023-03-31,390.000000,394.000000,384.000000,385.799988,383.075104,25957481
2023-04-03,389.000000,391.000000,385.000000,388.200012,385.458160,18773494
2023-04-04,383.200012,388.600006,382.200012,385.000000,382.280762,14254252
2023-04-06,384.000000,387.600006,380.600006,385.399994,382.677917,14945689
2023-04-11,389.000000,390.000000,371.399994,376.600006,373.940094,21931068
2023-04-12,371.000000,371.600006,354.200012,357.200012,354.677124,40470596
2023-04-13,350.000000,364.000000,347.399994,363.200012,360.634735,24956481
2023-04-14,366.399994,368.200012,359.000000,365.399994,362.819183,12744724
2023-04-17,364.600006,372.000000,360.399994,371.000000,368.379639,15710199
2023-04-18,371.000000,371.000000,361.000000,365.399994,362.819183,13686354
2023-04-19,363.000000,363.000000,355.000000,357.200012,354.677124,16279391
2023-04-20,357.200012,361.600006,355.600006,357.000000,354.478516,10530854
2023-04-21,353.200012,355.600006,346.000000,349.200012,346.733612,16523648
2023-04-24,347.200012,350.799988,338.000000,345.000000,342.563263,20470625
2023-04-25,341.600006,341.600006,333.000000,338.399994,336.009888,20949955
2023-04-26,335.799988,352.200012,335.399994,348.200012,345.740692,25018346
2023-04-27,347.000000,348.000000,340.200012,345.000000,342.563263,14757831
2023-04-28,348.000000,354.799988,343.799988,344.399994,341.967499,15394102
2023-05-02,352.000000,354.399994,342.200012,345.799988,343.357605,8648798
2023-05-03,339.600006,343.000000,336.200012,339.399994,337.002808,10551544
2023-05-04,340.600006,343.600006,333.000000,337.799988,335.414124,17579228
2023-05-05,343.399994,347.000000,338.200012,342.799988,340.378815,14814925
2023-05-08,344.000000,347.600006,337.600006,340.799988,338.392914,10715881
2023-05-09,338.200012,339.200012,328.200012,328.399994,326.080505,23541440
2023-05-10,327.000000,331.399994,325.399994,329.600006,327.272064,15572919
2023-05-11,332.600006,333.600006,323.200012,326.399994,324.094635,17571687
2023-05-12,331.799988,334.399994,327.000000,328.200012,325.881958,17991214
2023-05-15,325.000000,344.399994,325.000000,341.000000,338.591522,23740493
2023-05-16,348.000000,348.000000,342.799988,344.799988,342.364685,14121222
2023-05-17,346.000000,349.799988,341.200012,342.799988,340.378815,19562717
2023-05-18,341.200012,343.000000,329.399994,339.799988,337.399994,34412000
2023-05-19,333.000000,335.799988,329.000000,333.200012,333.200012,22685856
2023-05-22,331.799988,344.399994,328.200012,340.200012,340.200012,20042131
2023-05-23,345.200012,345.600006,334.000000,335.600006,335.600006,15019611
2023-05-24,331.200012,336.799988,330.600006,332.399994,332.399994,13547979
2023-05-25,329.799988,330.600006,318.399994,322.399994,322.399994,26028377
2023-05-29,327.200012,327.200012,311.200012,313.200012,313.200012,28838839
2023-05-30,311.799988,318.200012,307.600006,316.200012,316.200012,21736553
2023-05-31,314.600006,314.600006,306.000000,310.600006,310.600006,32131907
2023-06-01,312.600006,323.399994,311.200012,315.399994,315.399994,22951704
2023-06-02,327.600006,334.200012,323.399994,334.200012,334.200012,32055423
2023-06-05,336.000000,338.799988,330.000000,338.200012,338.200012,19890895
2023-06-06,338.000000,339.200012,329.000000,331.200012,331.200012,16700158
2023-06-07,340.000000,340.000000,334.600006,335.600006,335.600006,18254900
2023-06-08,332.799988,335.200012,328.200012,334.799988,334.799988,13133723
2023-06-09,336.399994,340.000000,333.799988,336.000000,336.000000,16184167
2023-06-12,340.000000,340.000000,334.200012,338.399994,338.399994,13488760
2023-06-13,339.600006,348.399994,338.000000,344.799988,344.799988,23119808
2023-06-14,346.600006,353.399994,344.000000,345.600006,345.600006,22081967
2023-06-15,353.000000,355.000000,348.000000,355.000000,355.000000,25008358
2023-06-16,359.000000,364.399994,355.799988,363.000000,363.000000,35853943
2023-06-19,359.600006,360.000000,350.399994,357.200012,357.200012,20273905
2023-06-20,354.000000,359.200012,347.200012,350.000000,350.000000,16283873
2023-06-21,341.600006,346.000000,337.000000,340.399994,340.399994,19304438
2023-06-23,340.000000,340.799988,333.000000,337.000000,337.000000,13898721
2023-06-26,335.600006,339.399994,330.200012,332.799988,332.799988,18157220
2023-06-27,332.799988,344.399994,332.799988,341.399994,341.399994,17490624
2023-06-28,340.000000,341.000000,333.799988,336.200012,336.200012,15887756
2023-06-29,339.000000,339.000000,331.200012,333.600006,333.600006,13517437
2023-06-30,331.000000,333.799988,329.399994,331.600006,331.600006,16197039
2023-07-03,331.799988,340.000000,331.799988,338.000000,338.000000,14198462
2023-07-04,336.399994,341.200012,336.200012,339.200012,339.200012,9439642
2023-07-05,339.799988,341.000000,333.200012,335.399994,335.399994,9861945
2023-07-06,332.200012,337.000000,325.399994,326.799988,326.799988,19781825
2023-07-07,323.200012,331.600006,320.000000,326.600006,326.600006,21595356
2023-07-10,333.799988,335.799988,327.399994,328.799988,328.799988,17287899
2023-07-11,332.600006,335.600006,330.200012,333.799988,333.799988,12361269
2023-07-12,338.600006,341.000000,335.799988,340.000000,340.000000,16847310
2023-07-13,350.000000,350.600006,347.000000,349.799988,349.799988,27315463
2023-07-14,354.799988,354.799988,348.799988,352.600006,352.600006,21213481
2023-07-18,351.799988,351.799988,335.000000,336.399994,336.399994,29147987
2023-07-19,330.600006,333.799988,327.000000,333.000000,333.000000,21913296
2023-07-20,336.000000,341.799988,330.600006,332.799988,332.799988,16564481
2023-07-21,332.799988,337.399994,331.000000,333.000000,333.000000,11843920
2023-07-24,328.600006,331.000000,323.799988,325.000000,325.000000,17451591
2023-07-25,337.000000,345.600006,335.000000,345.000000,345.000000,29203653
2023-07-26,344.799988,344.799988,338.200012,341.000000,341.000000,14941840
2023-07-27,346.000000,346.399994,340.399994,343.799988,343.799988,13651548
2023-07-28,343.799988,352.000000,338.600006,350.399994,350.399994,22244305
2023-07-31,360.000000,363.000000,350.799988,354.399994,354.399994,36796567
2023-08-01,356.000000,361.000000,347.200012,354.000000,354.000000,23436211
2023-08-02,351.600006,352.399994,340.200012,343.399994,343.399994,21038298
2023-08-03,342.000000,347.799988,339.000000,342.200012,342.200012,16661383
2023-08-04,348.600006,350.600006,339.200012,343.399994,343.399994,19099499
2023-08-07,340.200012,341.799988,338.000000,341.200012,341.200012,9480118
2023-08-08,334.399994,337.200012,333.399994,334.799988,334.799988,15381749
2023-08-09,333.000000,338.200012,332.000000,337.200012,337.200012,11917732
2023-08-10,337.200012,341.600006,335.600006,339.799988,339.799988,11185881
2023-08-11,338.799988,341.600006,334.600006,335.799988,335.799988,12303930
2023-08-14,328.000000,334.399994,327.799988,333.200012,333.200012,15754526
2023-08-15,331.200012,335.000000,330.600006,332.600006,332.600006,10787439
2023-08-16,329.799988,331.000000,327.600006,328.799988,328.799988,16484843
2023-08-17,320.600006,335.799988,320.600006,332.799988,332.799988,28817958
2023-08-18,329.399994,332.799988,325.000000,325.000000,325.000000,18108794
2023-08-21,321.000000,325.799988,318.000000,318.000000,318.000000,25696855
2023-08-22,318.200012,324.600006,314.399994,319.000000,319.000000,24679965
2023-08-23,320.000000,321.399994,317.000000,318.000000,318.000000,17244848
2023-08-24,321.000000,328.000000,321.000000,325.200012,325.200012,22340826
2023-08-25,322.600006,323.799988,320.000000,320.000000,320.000000,12542511
2023-08-28,330.600006,333.600006,324.799988,325.200012,325.200012,19402834
2023-08-29,325.399994,332.000000,325.399994,329.399994,329.399994,15382479
2023-08-30,333.799988,334.000000,325.000000,325.799988,325.799988,15190035
2023-08-31,331.000000,331.799988,322.000000,325.000000,325.000000,49737237
2023-09-04,330.000000,334.600006,328.399994,333.399994,333.399994,30748869
2023-09-05,332.000000,335.000000,327.399994,329.000000,329.000000,13250752
2023-09-06,329.000000,329.000000,323.200012,327.600006,327.600006,16488562
2023-09-07,326.600006,327.200012,320.200012,321.600006,321.600006,16724228
2023-09-11,315.399994,325.399994,315.399994,324.000000,324.000000,18808064
2023-09-12,328.000000,328.000000,319.799988,322.000000,322.000000,10399333
2023-09-13,326.000000,326.000000,319.000000,320.200012,320.200012,10662703
2023-09-14,322.399994,322.600006,318.399994,319.799988,319.799988,10153112
2023-09-15,320.000000,321.799988,317.000000,317.200012,317.200012,19218155
2023-09-18,317.200012,319.000000,312.200012,312.200012,312.200012,14736625
2023-09-19,312.799988,314.799988,308.799988,312.399994,312.399994,15579978
2023-09-20,312.600006,312.600006,308.000000,309.200012,309.200012,13663748
2023-09-21,306.799988,308.399994,302.000000,303.000000,303.000000,19116385
2023-09-22,302.000000,314.000000,300.200012,313.600006,313.600006,21236877
2023-09-25,306.600006,307.000000,303.200012,304.399994,304.399994,18307015
2023-09-26,301.000000,303.600006,298.200012,300.000000,300.000000,15924558
2023-09-27,298.000000,304.200012,298.000000,302.000000,302.000000,14203461
2023-09-28,301.799988,302.600006,296.399994,297.399994,297.399994,15604031
2023-09-29,297.600006,308.399994,297.200012,306.200012,306.200012,11252646
2023-10-03,302.000000,302.000000,296.399994,300.600006,300.600006,15122710
2023-10-04,299.799988,300.000000,295.399994,297.600006,297.600006,10942209
2023-10-05,299.799988,303.600006,298.600006,299.799988,299.799988,10801914
2023-10-06,303.799988,307.399994,301.799988,305.200012,305.200012,11076858
2023-10-09,305.399994,308.799988,302.000000,307.000000,307.000000,11396304
2023-10-10,308.000000,314.799988,306.000000,308.200012,308.200012,16445252
2023-10-11,314.000000,314.600006,310.399994,311.000000,311.000000,16424531
2023-10-12,316.600006,317.200012,314.799988,316.600006,316.600006,13451541
2023-10-13,312.799988,313.000000,305.399994,306.799988,306.799988,13367440
2023-10-16,308.799988,308.799988,300.200012,301.200012,301.200012,12452816
2023-10-17,304.600006,304.600006,300.000000,302.200012,302.200012,9202480
2023-10-18,300.200012,301.600006,297.399994,300.000000,300.000000,12001017
2023-10-19,295.399994,297.600006,291.200012,291.200012,291.200012,17216427
2023-10-20,287.399994,290.200012,286.200012,289.000000,289.000000,19212180
2023-10-24,287.000000,289.799988,282.600006,283.000000,283.000000,21619960
2023-10-25,292.399994,296.399994,285.200012,287.799988,287.799988,17506229
2023-10-26,286.799988,290.200012,283.000000,287.600006,287.600006,11446711
2023-10-27,287.600006,294.600006,287.000000,292.799988,292.799988,16455031
2023-10-30,291.600006,297.799988,290.799988,295.399994,295.399994,14357754
2023-10-31,295.399994,295.399994,288.000000,289.200012,289.200012,13727382
2023-11-01,288.799988,290.000000,284.399994,287.000000,287.000000,11006036
2023-11-02,290.000000,294.200012,286.799988,288.600006,288.600006,10477412
2023-11-03,292.200012,304.200012,291.399994,302.600006,302.600006,21575201
2023-11-06,309.799988,314.200012,307.200012,312.600006,312.600006,26863379
2023-11-07,312.600006,314.000000,306.200012,308.600006,308.600006,13397743
2023-11-08,309.399994,314.600006,307.399994,308.399994,308.399994,12879809
2023-11-09,305.000000,308.799988,305.000000,306.799988,306.799988,10272208
2023-11-10,304.600006,304.600006,301.200012,302.799988,302.799988,9871831
2023-11-13,302.200012,311.799988,300.200012,309.799988,309.799988,13586029
2023-11-14,311.799988,312.000000,305.600006,307.799988,307.799988,12477388
2023-11-15,316.600006,323.600006,314.000000,322.600006,322.600006,32454690
2023-11-16,330.000000,330.000000,316.200012,324.799988,324.799988,35296026
2023-11-17,323.600006,323.600006,313.200012,315.200012,315.200012,21970164
2023-11-20,316.200012,328.799988,316.200012,326.600006,326.600006,27782719
2023-11-21,330.399994,332.600006,323.600006,324.799988,324.799988,24188659
2023-11-22,328.000000,330.000000,322.000000,324.399994,324.399994,14169841
2023-11-23,326.600006,329.600006,323.600006,329.200012,329.200012,14531153
2023-11-24,329.600006,329.600006,320.000000,321.200012,321.200012,15236522
2023-11-27,325.000000,325.000000,318.000000,322.799988,322.799988,12232068
2023-11-28,324.399994,324.399994,317.000000,319.600006,319.600006,15153725
2023-11-29,323.000000,324.000000,313.600006,317.000000,317.000000,16856744
2023-11-30,317.399994,327.000000,317.000000,327.000000,327.000000,30308092
2023-12-01,324.799988,325.799988,319.000000,319.000000,319.000000,15149684
2023-12-04,323.000000,324.200012,315.200012,316.799988,316.799988,14907238
2023-12-05,321.000000,321.000000,305.000000,308.799988,308.799988,23730039
2023-12-06,306.600006,314.799988,302.399994,311.600006,311.600006,15896242
2023-12-07,309.000000,311.200012,304.000000,307.799988,307.799988,13703651
2023-12-08,307.399994,309.200012,301.000000,305.600006,305.600006,16600566
2023-12-11,300.799988,308.600006,298.399994,307.200012,307.200012,18402157
2023-12-12,307.000000,311.799988,306.200012,311.399994,311.399994,12995914
2023-12-13,309.600006,310.799988,304.399994,307.000000,307.000000,14145125
2023-12-14,310.000000,314.000000,304.600006,306.399994,306.399994,17198776
2023-12-15,311.000000,319.399994,309.000000,314.399994,314.399994,30917917
2023-12-18,309.600006,312.600006,309.600006,311.600006,311.600006,12094993
2023-12-19,311.000000,314.399994,306.600006,311.799988,311.799988,12530326
2023-12-20,316.200012,318.200012,312.200012,314.200012,314.200012,14187408
2023-12-21,309.200012,313.600006,309.000000,312.600006,312.600006,10167030
2023-12-22,317.000000,317.000000,263.600006,274.000000,274.000000,147014902
2023-12-27,282.200012,291.000000,282.200012,285.000000,285.000000,64471032
2023-12-28,285.000000,295.600006,284.799988,293.000000,293.000000,37840686
2023-12-29,295.000000,295.799988,289.600006,293.600006,293.600006,19624685
