Date,Open,High,Low,Close,Adj Close,Volume
2023-04-17,50.849998,51.099998,50.450001,51.000000,48.048996,5828874
2023-04-18,51.000000,51.000000,50.599998,50.750000,47.813457,3236407
2023-04-19,50.950001,51.000000,50.599998,50.650002,47.719246,3839075
2023-04-20,50.849998,51.099998,50.599998,51.000000,48.048996,4299788
2023-04-21,50.950001,52.450001,50.700001,51.849998,48.849812,7366079
2023-04-24,52.000000,52.049999,50.799999,51.000000,48.048996,5556132
2023-04-25,51.000000,51.599998,50.650002,50.900002,47.954781,4195219
2023-04-26,50.500000,51.549999,50.500000,51.450001,48.472958,4868220
2023-04-27,51.549999,52.299999,51.400002,52.099998,49.085342,4304126
2023-04-28,52.349998,53.299999,52.299999,52.500000,49.462200,7725799
2023-05-02,52.500000,53.650002,52.500000,52.950001,49.886162,3952492
2023-05-03,52.450001,52.750000,52.250000,52.650002,49.603523,3488056
2023-05-04,52.599998,54.549999,52.599998,54.450001,51.299366,7435821
2023-05-05,54.450001,54.450001,53.599998,53.700001,50.592766,3718551
2023-05-08,53.750000,54.000000,53.349998,53.799999,50.686977,3083937
2023-05-09,53.650002,54.150002,52.799999,53.150002,50.074593,5708345
2023-05-10,52.599998,53.250000,52.599998,52.950001,49.886162,4378793
2023-05-11,52.950001,53.000000,52.250000,53.000000,49.933266,3867218
2023-05-12,52.750000,52.750000,51.500000,51.799999,48.802704,4762658
2023-05-15,52.250000,52.450001,51.549999,52.349998,49.320877,3149643
2023-05-16,52.750000,52.750000,51.299999,51.500000,48.520065,4059727
2023-05-17,51.500000,51.849998,50.950001,51.049999,48.096104,4831300
2023-05-18,51.599998,51.750000,50.950001,51.049999,48.096104,4528614
2023-05-19,51.099998,51.450001,50.900002,51.099998,48.143204,2920489
2023-05-22,50.950001,51.250000,50.650002,51.000000,48.048996,5785995
2023-05-23,48.950001,49.049999,48.049999,48.349998,47.494965,3395140
2023-05-24,48.250000,48.950001,48.200001,48.950001,48.084358,5940585
2023-05-25,48.250000,48.549999,48.049999,48.450001,47.593201,3280379
2023-05-29,48.549999,48.750000,48.049999,48.099998,47.249386,4554711
2023-05-30,48.250000,48.250000,47.549999,48.099998,47.249386,3111581
2023-05-31,48.000000,48.000000,47.349998,47.349998,46.512650,12209519
2023-06-01,47.150002,47.299999,46.599998,46.650002,45.825031,6086134
2023-06-02,47.000000,47.849998,47.000000,47.650002,46.807350,4388091
2023-06-05,47.750000,48.299999,47.599998,48.299999,47.445850,3931894
2023-06-06,48.250000,48.599998,48.099998,48.400002,47.544086,2280890
2023-06-07,48.400002,48.650002,47.849998,48.150002,47.298508,2941782
2023-06-08,48.450001,48.900002,48.150002,48.849998,47.986126,2266729
2023-06-09,48.849998,49.599998,48.049999,49.299999,48.428165,3375450
2023-06-12,49.049999,49.549999,49.049999,49.549999,48.673744,2287917
2023-06-13,49.450001,49.450001,48.750000,49.099998,48.231705,3621734
2023-06-14,49.099998,49.150002,48.549999,48.849998,47.986126,2831041
2023-06-15,49.299999,49.599998,48.500000,48.950001,48.084358,5423907
2023-06-16,48.849998,49.500000,48.849998,49.250000,48.379051,6290801
2023-06-19,49.099998,49.500000,49.000000,49.299999,48.428165,2669283
2023-06-20,49.049999,49.400002,48.950001,49.150002,48.280823,3682403
2023-06-21,49.049999,49.099998,48.250000,48.500000,47.642315,3971856
2023-06-23,48.500000,48.500000,47.599998,48.150002,47.298508,3625259
2023-06-26,48.150002,48.400002,47.799999,47.950001,47.102043,3084511
2023-06-27,47.900002,48.599998,47.799999,48.549999,47.691429,3681533
2023-06-28,48.150002,48.849998,48.150002,48.700001,47.838779,2975441
2023-06-29,48.549999,48.700001,47.250000,47.549999,46.709114,6057043
2023-06-30,47.549999,48.200001,47.549999,47.849998,47.003807,3737128
2023-07-03,47.849998,48.349998,47.799999,48.150002,47.298508,4235861
2023-07-04,47.900002,48.200001,47.849998,47.950001,47.102043,2335573
2023-07-05,47.549999,48.000000,47.549999,47.599998,46.758228,2794309
2023-07-06,47.000000,47.700001,46.200001,46.250000,45.432106,6691595
2023-07-07,46.250000,46.549999,45.799999,46.000000,45.186527,4757294
2023-07-10,46.700001,46.700001,45.849998,46.099998,45.284756,3618920
2023-07-11,46.099998,47.250000,46.099998,46.849998,46.021492,4989113
2023-07-12,46.849998,47.150002,46.599998,46.799999,45.972378,3975291
2023-07-13,47.150002,47.599998,47.049999,47.450001,46.610886,3423534
2023-07-14,47.299999,48.000000,47.250000,47.700001,46.856464,4732271
2023-07-18,47.450001,47.599998,46.700001,47.200001,46.365307,3727413
2023-07-19,47.000000,47.200001,46.849998,47.000000,46.168842,3908414
2023-07-20,47.000000,47.599998,46.849998,47.200001,46.365307,3248016
2023-07-21,47.200001,47.700001,47.200001,47.549999,46.709114,3145499
2023-07-24,47.150002,47.450001,46.650002,47.200001,46.365307,3594141
2023-07-25,47.799999,48.200001,47.500000,47.799999,46.954693,4336735
2023-07-26,48.000000,48.200001,47.549999,47.849998,47.003807,2453572
2023-07-27,48.150002,48.549999,47.750000,48.549999,47.691429,2553388
2023-07-28,48.049999,48.549999,47.750000,48.450001,47.593201,4148711
2023-07-31,48.500000,49.000000,48.099998,48.099998,47.249386,5311060
2023-08-01,48.049999,48.650002,47.599998,47.849998,47.003807,3586171
2023-08-02,48.000000,48.000000,46.650002,46.950001,46.119728,4317619
2023-08-03,47.000000,47.250000,46.299999,46.299999,45.481220,5947109
2023-08-04,45.099998,45.200001,43.900002,44.150002,43.369244,19723014
2023-08-07,43.700001,44.400002,43.700001,44.299999,43.516590,5942437
2023-08-08,44.000000,44.250000,43.200001,43.400002,42.632507,7657581
2023-08-09,43.099998,43.400002,42.950001,43.200001,42.436043,5365395
2023-08-10,42.950001,43.650002,42.950001,43.250000,42.485157,5780607
2023-08-11,43.049999,43.599998,42.950001,43.049999,42.288692,5590669
2023-08-14,42.799999,42.950001,42.400002,42.599998,41.846649,5834436
2023-08-15,42.400002,42.799999,42.099998,42.500000,41.748421,4507598
2023-08-16,42.200001,42.400002,41.900002,42.000000,41.257263,7829413
2023-08-17,41.700001,41.900002,41.200001,41.700001,40.962570,4941155
2023-08-18,41.349998,41.750000,41.049999,41.150002,40.422295,5281912
2023-08-21,41.150002,41.299999,40.250000,40.549999,39.832905,7117589
2023-08-22,40.500000,41.400002,40.500000,41.000000,40.274948,5439346
2023-08-23,40.849998,41.250000,40.549999,41.049999,40.324062,2618712
2023-08-24,41.200001,41.750000,41.099998,41.500000,40.766106,4038261
2023-08-25,41.299999,41.500000,41.049999,41.049999,40.324062,3562390
2023-08-28,42.000000,42.000000,41.200001,41.349998,40.618755,3037191
2023-08-29,41.400002,42.299999,41.349998,42.250000,41.502842,4640152
2023-08-30,42.500000,42.750000,42.250000,42.400002,41.650192,5330607
2023-08-31,42.349998,43.000000,42.349998,42.750000,41.993999,6407927
2023-09-04,42.599998,42.650002,41.700001,41.950001,41.950001,6804713
2023-09-05,41.750000,41.900002,41.450001,41.599998,41.599998,4088623
2023-09-06,41.799999,42.150002,41.500000,41.799999,41.799999,4731428
2023-09-07,41.799999,41.950001,41.250000,41.349998,41.349998,3269755
2023-09-11,41.450001,41.700001,41.099998,41.549999,41.549999,4125807
2023-09-12,41.400002,41.500000,41.150002,41.200001,41.200001,2328888
2023-09-13,41.200001,41.549999,40.900002,41.200001,41.200001,5906678
2023-09-14,41.299999,42.049999,41.299999,41.500000,41.500000,4282586
2023-09-15,41.599998,42.349998,41.500000,41.950001,41.950001,7963685
2023-09-18,41.700001,41.950001,41.299999,41.349998,41.349998,2452774
2023-09-19,41.450001,41.750000,41.200001,41.450001,41.450001,2980610
2023-09-20,41.700001,42.200001,41.400002,41.549999,41.549999,4168279
2023-09-21,41.549999,41.750000,41.049999,41.150002,41.150002,3442255
2023-09-22,40.900002,41.950001,40.900002,41.900002,41.900002,4968535
2023-09-25,41.650002,42.299999,41.200001,41.299999,41.299999,2919253
2023-09-26,41.299999,41.400002,40.650002,40.849998,40.849998,4188987
2023-09-27,41.000000,41.650002,40.849998,41.500000,41.500000,4296417
2023-09-28,40.849998,41.349998,40.700001,40.750000,40.750000,4431557
2023-09-29,40.750000,42.099998,40.700001,41.900002,41.900002,5146569
2023-10-03,41.099998,41.799999,40.099998,40.349998,40.349998,5570277
2023-10-04,40.250000,40.299999,39.799999,40.299999,40.299999,4066476
2023-10-05,40.299999,40.599998,40.049999,40.500000,40.500000,2585030
2023-10-06,40.599998,41.450001,40.599998,40.950001,40.950001,2529757
2023-10-09,40.900002,40.950001,40.349998,40.799999,40.799999,1466782
2023-10-10,41.349998,41.650002,40.849998,41.049999,41.049999,2001603
2023-10-11,41.500000,41.549999,40.950001,41.250000,41.250000,3890537
2023-10-12,41.849998,41.900002,41.400002,41.700001,41.700001,3019569
2023-10-13,41.200001,41.599998,40.799999,40.799999,40.799999,3940089
2023-10-16,40.450001,40.900002,40.400002,40.549999,40.549999,2133164
2023-10-17,40.950001,40.950001,40.349998,40.750000,40.750000,3305807
2023-10-18,40.599998,41.049999,40.549999,40.900002,40.900002,2217426
2023-10-19,40.349998,40.500000,39.900002,39.900002,39.900002,3001708
2023-10-20,39.599998,39.950001,39.250000,39.700001,39.700001,5228563
2023-10-24,39.700001,39.849998,39.200001,39.299999,39.299999,4664668
2023-10-25,39.849998,39.950001,39.099998,39.250000,39.250000,4467105
2023-10-26,39.200001,39.200001,38.349998,38.900002,38.900002,6598152
2023-10-27,39.049999,39.799999,38.900002,39.650002,39.650002,3626479
2023-10-30,39.599998,39.900002,39.400002,39.849998,39.849998,2628821
2023-10-31,39.849998,40.150002,39.400002,39.549999,39.549999,4675179
2023-11-01,39.650002,39.849998,39.049999,39.549999,39.549999,2940748
2023-11-02,40.000000,40.450001,39.900002,40.299999,40.299999,3477770
2023-11-03,40.750000,41.299999,40.400002,40.849998,40.849998,3547342
2023-11-06,41.049999,41.200001,40.700001,41.049999,41.049999,3079764
2023-11-07,40.250000,40.900002,39.400002,39.500000,39.500000,4878863
2023-11-08,39.700001,39.849998,39.049999,39.250000,39.250000,6531590
2023-11-09,39.500000,39.599998,38.900002,39.200001,39.200001,3980491
2023-11-10,38.950001,39.200001,38.650002,38.799999,38.799999,2729010
2023-11-13,39.049999,39.349998,38.799999,39.150002,39.150002,3284989
2023-11-14,39.250000,39.849998,39.150002,39.599998,39.599998,4001533
2023-11-15,40.549999,41.099998,40.349998,40.849998,40.849998,7435220
2023-11-16,40.750000,40.849998,40.099998,40.299999,40.299999,4413516
2023-11-17,39.650002,40.299999,39.450001,40.200001,40.200001,4958511
2023-11-20,40.400002,40.549999,40.099998,40.549999,40.549999,3086044
2023-11-21,40.549999,41.200001,40.450001,40.650002,40.650002,3618703
2023-11-22,40.500000,40.750000,40.299999,40.750000,40.750000,2708934
2023-11-23,40.349998,41.099998,40.200001,41.049999,41.049999,2901344
2023-11-24,40.450001,40.750000,40.299999,40.299999,40.299999,2258744
2023-11-27,40.400002,40.549999,40.099998,40.150002,40.150002,3991360
2023-11-28,40.200001,40.200001,39.799999,39.849998,39.849998,5374100
2023-11-29,40.000000,40.049999,38.950001,39.150002,39.150002,6262946
2023-11-30,38.900002,39.500000,38.849998,39.150002,39.150002,9697223
2023-12-01,39.150002,40.099998,38.700001,39.599998,39.599998,6795002
2023-12-04,40.000000,40.349998,39.549999,39.650002,39.650002,4689060
2023-12-05,39.549999,40.200001,39.349998,39.650002,39.650002,4929840
2023-12-06,39.799999,40.400002,39.700001,40.200001,40.200001,3913328
2023-12-07,39.599998,40.099998,39.049999,39.900002,39.900002,4782435
2023-12-08,39.799999,40.400002,39.650002,40.200001,40.200001,5275343
2023-12-11,39.500000,40.000000,39.099998,39.450001,39.450001,3973078
2023-12-12,39.200001,39.650002,39.000000,39.599998,39.599998,5383785
2023-12-13,39.349998,39.750000,39.200001,39.450001,39.450001,3389452
2023-12-14,39.500000,40.099998,39.349998,40.049999,40.049999,9576558
2023-12-15,40.950001,41.700001,40.599998,41.299999,41.299999,10736226
2023-12-18,41.099998,41.349998,40.700001,41.250000,41.250000,4587530
2023-12-19,40.799999,41.250000,40.650002,40.950001,40.950001,2516416
2023-12-20,41.299999,41.299999,40.500000,40.700001,40.700001,5578259
2023-12-21,40.349998,40.700001,40.250000,40.650002,40.650002,3614332
2023-12-22,40.650002,41.450001,40.549999,40.900002,40.900002,8672294
2023-12-27,41.099998,41.500000,40.799999,41.400002,41.400002,3490696
2023-12-28,41.500000,42.000000,41.099998,41.950001,41.950001,4218901
2023-12-29,41.900002,42.049999,41.500000,41.849998,41.849998,2945007
