Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,47.099998,48.000000,45.950001,47.299999,44.563087,4504084
2023-01-04,47.799999,48.349998,47.349998,47.950001,45.175476,4616640
2023-01-05,48.500000,49.000000,48.250000,48.650002,45.834972,5387673
2023-01-06,48.849998,48.950001,48.299999,48.549999,45.740757,5647977
2023-01-09,49.299999,49.400002,48.650002,48.700001,45.882080,3236762
2023-01-10,48.849998,49.599998,48.549999,48.799999,45.976292,6580492
2023-01-11,48.950001,49.299999,47.599998,47.700001,44.939941,8318944
2023-01-12,48.000000,48.549999,47.799999,48.450001,45.646545,4979685
2023-01-13,48.799999,49.099998,48.450001,48.849998,46.023396,2732981
2023-01-16,49.250000,50.450001,49.000000,50.349998,47.436604,6242498
2023-01-17,50.400002,50.400002,49.299999,49.500000,46.635788,3015163
2023-01-18,49.500000,49.650002,49.200001,49.500000,46.635788,4070798
2023-01-19,49.049999,49.500000,48.750000,49.400002,46.541576,3508475
2023-01-20,49.099998,49.900002,49.000000,49.700001,46.824215,3739120
2023-01-26,50.500000,50.849998,49.950001,50.349998,47.436604,6312450
2023-01-27,50.000000,50.150002,49.799999,50.000000,47.106857,3242097
2023-01-30,50.400002,51.450001,50.349998,50.900002,47.954781,7105877
2023-01-31,51.049999,51.049999,49.700001,49.799999,46.918427,5405302
2023-02-01,49.849998,50.650002,49.849998,50.650002,47.719246,4488356
2023-02-02,50.950001,51.000000,50.349998,50.400002,47.483715,3430310
2023-02-03,50.099998,50.400002,48.900002,49.299999,46.447357,5003801
2023-02-06,49.200001,49.200001,48.349998,48.700001,45.882080,2694917
2023-02-07,48.750000,49.200001,48.500000,48.549999,45.740757,4581643
2023-02-08,48.549999,49.700001,48.500000,48.900002,46.070507,3595270
2023-02-09,48.900002,49.450001,48.799999,49.349998,46.494465,3099953
2023-02-10,49.349998,50.099998,49.299999,49.450001,46.588680,3632251
2023-02-13,49.049999,49.349998,48.849998,49.000000,46.164719,2414498
2023-02-14,49.250000,49.599998,49.150002,49.250000,46.400253,2622027
2023-02-15,49.099998,49.299999,47.599998,47.799999,45.034157,6857492
2023-02-16,48.099998,48.500000,47.849998,47.900002,45.128368,3573749
2023-02-17,47.549999,48.250000,47.549999,47.799999,45.034157,2797157
2023-02-20,47.950001,48.400002,47.799999,48.250000,45.458118,2710688
2023-02-21,48.250000,48.599998,47.849998,48.150002,45.363907,3184820
2023-02-22,48.349998,48.349998,47.700001,47.750000,44.987049,3080169
2023-02-23,47.650002,47.849998,47.400002,47.450001,44.704407,3512307
2023-02-24,47.299999,47.700001,47.099998,47.549999,44.798618,2789256
2023-02-27,47.549999,47.750000,46.900002,47.150002,44.421768,4461871
2023-02-28,47.349998,47.700001,46.799999,46.799999,44.092018,6913005
2023-03-01,47.000000,47.950001,46.599998,47.700001,44.939941,5188207
2023-03-02,47.650002,48.150002,47.049999,48.099998,45.316795,3425686
2023-03-03,48.200001,48.500000,47.950001,48.049999,45.269688,3027377
2023-03-06,47.799999,49.099998,47.799999,48.750000,45.929188,3425968
2023-03-07,48.599998,49.700001,48.599998,49.150002,46.306042,3848467
2023-03-08,48.650002,49.000000,48.150002,48.250000,45.458118,2835963
2023-03-09,48.250000,48.900002,47.950001,48.500000,45.693649,3588374
2023-03-10,48.500000,48.500000,47.349998,47.500000,44.751514,4771569
2023-03-13,47.299999,48.849998,47.299999,48.750000,45.929188,4691559
2023-03-14,50.000000,50.150002,48.349998,48.650002,45.834972,7700295
2023-03-15,48.849998,49.750000,48.750000,49.049999,46.211826,4440530
2023-03-16,49.049999,49.049999,47.200001,47.900002,45.128368,4675206
2023-03-17,49.900002,50.000000,48.049999,48.799999,45.976292,15145724
2023-03-20,48.799999,49.200001,48.250000,48.750000,45.929188,4695121
2023-03-21,48.750000,48.849998,48.000000,48.150002,45.363907,4995999
2023-03-22,48.150002,49.400002,48.150002,49.150002,46.306042,4030736
2023-03-23,49.250000,49.250000,48.349998,48.650002,45.834972,5901354
2023-03-24,48.500000,48.950001,48.349998,48.500000,45.693649,3224108
2023-03-27,48.700001,48.900002,48.099998,48.549999,45.740757,2866429
2023-03-28,48.450001,49.000000,48.349998,48.900002,46.070507,2835264
2023-03-29,48.950001,49.200001,48.349998,48.700001,45.882080,4529231
2023-03-30,48.299999,48.799999,48.299999,48.599998,45.787865,3743683
2023-03-31,48.650002,49.200001,48.650002,48.700001,45.882080,6673808
2023-04-03,48.700001,49.299999,48.700001,49.000000,46.164719,4709769
2023-04-04,49.299999,49.799999,48.799999,49.650002,46.777111,3375576
2023-04-06,49.150002,50.299999,49.150002,49.950001,47.059750,4476003
2023-04-11,50.299999,50.599998,49.750000,50.299999,47.389496,3719247
2023-04-12,50.599998,51.299999,50.250000,51.099998,48.143204,5841923
2023-04-13,50.599998,51.049999,50.250000,51.049999,48.096104,3886322
2023-04-14,50.700001,51.150002,50.500000,51.049999,48.096104,4752583
